,size,native-id,provider-id,_single_date_time,_related_urls,geometry,index
0,0.012830734252929688,EMIT_L2B_CH4PLM_001_20230107T143818_000574,LPCLOUD,2023-01-07T14:38:18Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLM_001_20230107T143818_000574.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230107T143818_000574.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLM_001_20230107T143818_000574.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLMMETA_001_20230107T143818_000574.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230107T143818_000574.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLMMETA_001_20230107T143818_000574.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLM_001_20230107T143818_000574.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230107T143818_000574.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230107T143818_000574/EMIT_L2B_CH4PLM_001_20230107T143818_000574.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((-70.710108 -34.2276671, -70.7139036 -34.2287516, -70.7187837 -34.2330895, -70.7198682 -34.2385118, -70.7187837 -34.2412229, -70.7144459 -34.2455608, -70.7084813 -34.2466453, -70.7025168 -34.2444763, -70.6998056 -34.2417652, -70.6981789 -34.2385118, -70.6976367 -34.2336317, -70.7003478 -34.2287516, -70.7046857 -34.2276671, -70.710108 -34.2276671))",0
1,0.03448677062988281,EMIT_L2B_CH4PLM_001_20230111T130107_000576,LPCLOUD,2023-01-11T13:01:07Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLM_001_20230111T130107_000576.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230111T130107_000576.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLM_001_20230111T130107_000576.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLMMETA_001_20230111T130107_000576.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230111T130107_000576.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLMMETA_001_20230111T130107_000576.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLM_001_20230111T130107_000576.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230111T130107_000576.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130107_000576/EMIT_L2B_CH4PLM_001_20230111T130107_000576.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((-70.770838 -32.9306469, -70.780056 -32.9328159, -70.7909007 -32.9339003, -70.7974074 -32.9404071, -70.7974074 -32.9414916, -70.8049987 -32.9485406, -70.8044565 -32.9572163, -70.8028298 -32.9604697, -70.7995764 -32.9637231, -70.7974074 -32.9642654, -70.7968652 -32.9653498, -70.787105 -32.9658921, -70.7854783 -32.9637231, -70.7811405 -32.9631809, -70.7719225 -32.9523362, -70.7675847 -32.9512518, -70.7594512 -32.9512518, -70.7545711 -32.9501673, -70.7524021 -32.9485406, -70.7518599 -32.9463717, -70.7507754 -32.9458295, -70.749691 -32.9382382, -70.749691 -32.935527, -70.7513177 -32.9317314, -70.75674 -32.9306469, -70.770838 -32.9306469))",1
2,0.005417823791503906,EMIT_L2B_CH4PLM_001_20230111T130218_000575,LPCLOUD,2023-01-11T13:02:18Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLM_001_20230111T130218_000575.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230111T130218_000575.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLM_001_20230111T130218_000575.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLMMETA_001_20230111T130218_000575.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230111T130218_000575.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLMMETA_001_20230111T130218_000575.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLM_001_20230111T130218_000575.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230111T130218_000575.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230111T130218_000575/EMIT_L2B_CH4PLM_001_20230111T130218_000575.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((-67.074439 -36.363521, -67.0760657 -36.3662322, -67.0766079 -36.3694856, -67.0749812 -36.3711123, -67.07227 -36.3711123, -67.0695589 -36.3667744, -67.0695589 -36.3646055, -67.0706433 -36.363521, -67.074439 -36.363521))",2
3,0.007916450500488281,EMIT_L2B_CH4PLM_001_20230119T040223_000579,LPCLOUD,2023-01-19T04:02:23Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLM_001_20230119T040223_000579.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230119T040223_000579.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLM_001_20230119T040223_000579.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLMMETA_001_20230119T040223_000579.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230119T040223_000579.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLMMETA_001_20230119T040223_000579.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLM_001_20230119T040223_000579.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230119T040223_000579.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000579/EMIT_L2B_CH4PLM_001_20230119T040223_000579.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((148.689641 -22.9752579, 148.6847609 -22.9768846, 148.6836765 -22.9790535, 148.6869299 -22.9812224, 148.6912677 -22.9812224, 148.6945211 -22.9823069, 148.698859 -22.9855603, 148.7026546 -22.9850181, 148.7053658 -22.9817647, 148.7048235 -22.9806802, 148.7004857 -22.9790535, 148.6977745 -22.9768846, 148.689641 -22.9752579))",3
4,0.015472412109375,EMIT_L2B_CH4PLM_001_20230119T040223_000578,LPCLOUD,2023-01-19T04:02:23Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLM_001_20230119T040223_000578.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230119T040223_000578.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLM_001_20230119T040223_000578.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLMMETA_001_20230119T040223_000578.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230119T040223_000578.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLMMETA_001_20230119T040223_000578.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLM_001_20230119T040223_000578.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230119T040223_000578.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230119T040223_000578/EMIT_L2B_CH4PLM_001_20230119T040223_000578.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((148.5605897 -22.9703778, 148.5551674 -22.9730889, 148.5540829 -22.977969, 148.5557096 -22.980138, 148.5600475 -22.9817647, 148.5638431 -22.9817647, 148.5643853 -22.9839336, 148.5665543 -22.9866448, 148.5719766 -22.987187, 148.5736033 -22.9904404, 148.5768567 -22.9915248, 148.5784834 -22.9936938, 148.5849902 -22.994236, 148.5866169 -22.9931515, 148.5871591 -22.9877292, 148.5860746 -22.9850181, 148.5795678 -22.9795957, 148.5790256 -22.9768846, 148.5757722 -22.9736312, 148.5746877 -22.9736312, 148.5736033 -22.9720045, 148.5687232 -22.9703778, 148.5605897 -22.9703778))",4
5,0.0052356719970703125,EMIT_L2B_CH4PLM_001_20230121T161834_000581,LPCLOUD,2023-01-21T16:18:34Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLM_001_20230121T161834_000581.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230121T161834_000581.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLM_001_20230121T161834_000581.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLMMETA_001_20230121T161834_000581.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230121T161834_000581.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLMMETA_001_20230121T161834_000581.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLM_001_20230121T161834_000581.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230121T161834_000581.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230121T161834_000581/EMIT_L2B_CH4PLM_001_20230121T161834_000581.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((-67.0749812 -36.3629788, -67.0771501 -36.3646055, -67.0771501 -36.3678589, -67.0749812 -36.3700278, -67.07227 -36.3700278, -67.0711856 -36.3684011, -67.0717278 -36.3651477, -67.0733545 -36.3629788, -67.0749812 -36.3629788))",5
6,0.023819923400878906,EMIT_L2B_CH4PLM_001_20230122T153151_000582,LPCLOUD,2023-01-22T15:31:51Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLM_001_20230122T153151_000582.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230122T153151_000582.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLM_001_20230122T153151_000582.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLMMETA_001_20230122T153151_000582.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230122T153151_000582.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLMMETA_001_20230122T153151_000582.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLM_001_20230122T153151_000582.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230122T153151_000582.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230122T153151_000582/EMIT_L2B_CH4PLM_001_20230122T153151_000582.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((-58.5803665 -34.4939033, -58.5857889 -34.49553, -58.5901267 -34.4998679, -58.5922956 -34.5080013, -58.5944646 -34.5101703, -58.597718 -34.5101703, -58.5993447 -34.5112547, -58.6069359 -34.5128814, -58.6194073 -34.5193882, -58.6232029 -34.5237261, -58.6237451 -34.525895, -58.6232029 -34.5286062, -58.6150694 -34.5302329, -58.6058515 -34.5296906, -58.597718 -34.5264372, -58.5928379 -34.525895, -58.5885 -34.5237261, -58.5852466 -34.5183038, -58.5830777 -34.5112547, -58.5809088 -34.5090858, -58.574402 -34.5085436, -58.5727753 -34.5069169, -58.5711486 -34.502579, -58.5711486 -34.4987834, -58.5738597 -34.4944455, -58.5803665 -34.4939033))",6
7,0.005610466003417969,EMIT_L2B_CH4PLM_001_20230123T085311_000583,LPCLOUD,2023-01-23T08:53:11Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLM_001_20230123T085311_000583.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230123T085311_000583.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLM_001_20230123T085311_000583.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLMMETA_001_20230123T085311_000583.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230123T085311_000583.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLMMETA_001_20230123T085311_000583.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLM_001_20230123T085311_000583.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230123T085311_000583.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230123T085311_000583/EMIT_L2B_CH4PLM_001_20230123T085311_000583.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((91.5914722 24.6398064, 91.5903877 24.6376375, 91.5914722 24.6327574, 91.5936411 24.6311307, 91.5968945 24.6316729, 91.5974367 24.6322152, 91.5968945 24.6381797, 91.5952678 24.6398064, 91.5914722 24.6398064))",7
8,0.013875007629394531,EMIT_L2B_CH4PLM_001_20230125T004744_000586,LPCLOUD,2023-01-25T00:47:44Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLM_001_20230125T004744_000586.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230125T004744_000586.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLM_001_20230125T004744_000586.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLMMETA_001_20230125T004744_000586.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230125T004744_000586.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLMMETA_001_20230125T004744_000586.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLM_001_20230125T004744_000586.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230125T004744_000586.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000586/EMIT_L2B_CH4PLM_001_20230125T004744_000586.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((151.0760064 -32.4529401, 151.0711263 -32.4534823, 151.0689573 -32.4561935, 151.0673306 -32.4610736, 151.0678729 -32.4686648, 151.0689573 -32.4697493, 151.0700418 -32.4740872, 151.0732952 -32.4773406, 151.0765486 -32.4789673, 151.0814287 -32.4789673, 151.0857665 -32.4757139, 151.0863088 -32.4735449, 151.0863088 -32.471376, 151.0852243 -32.4697493, 151.0852243 -32.4610736, 151.0835976 -32.457278, 151.0808865 -32.4545668, 151.0760064 -32.4529401))",8
9,0.016429901123046875,EMIT_L2B_CH4PLM_001_20230125T004744_000584,LPCLOUD,2023-01-25T00:47:44Z,"[{'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLM_001_20230125T004744_000584.tif', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230125T004744_000584.tif', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLM_001_20230125T004744_000584.tif', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLMMETA_001_20230125T004744_000584.json', 'Description': 'Download EMIT_L2B_CH4PLMMETA_001_20230125T004744_000584.json', 'Type': 'GET DATA'}, {'URL': 's3://lp-prod-protected/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLMMETA_001_20230125T004744_000584.json', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET DATA VIA DIRECT ACCESS'}, {'URL': 'https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLM_001_20230125T004744_000584.png', 'Description': 'Download EMIT_L2B_CH4PLM_001_20230125T004744_000584.png', 'Type': 'GET RELATED VISUALIZATION'}, {'URL': 's3://lp-prod-public/EMITL2BCH4PLM.001/EMIT_L2B_CH4PLM_001_20230125T004744_000584/EMIT_L2B_CH4PLM_001_20230125T004744_000584.png', 'Description': 'This link provides direct download access via S3 to the granule', 'Type': 'GET RELATED VISUALIZATION'}]","POLYGON ((151.072753 -32.6757977, 151.0716685 -32.6768821, 151.0700418 -32.6768821, 151.063535 -32.6839311, 151.0624505 -32.6871845, 151.0608238 -32.6888112, 151.0608238 -32.6926069, 151.0651617 -32.6969447, 151.0743797 -32.6985714, 151.0781753 -32.6985714, 151.0846821 -32.6964025, 151.0857665 -32.6947758, 151.0884777 -32.6936913, 151.0906466 -32.6915224, 151.0911889 -32.6893535, 151.0884777 -32.6866423, 151.0879355 -32.6823044, 151.0857665 -32.6801355, 151.0825131 -32.6790511, 151.0803442 -32.6763399, 151.072753 -32.6757977))",9
